Customer Name,Date,Week,Actual Orders,Forecast Orders
HALEON - EU,2022-11-28 00:00:00,48,103,145
HALEON - NA,2022-11-28 00:00:00,48,51,40
INTERNATIONAL PAPER - NA,2022-11-28 00:00:00,48,17,41
JDE - EU,2022-11-28 00:00:00,48,26,30
METAL CONTAINER CORP - NA,2022-11-28 00:00:00,48,12,115
NOVOLEX - NA,2022-11-28 00:00:00,48,23,33
PACKAGING SPECIALTIE - NA,2022-11-28 00:00:00,48,3,50
PEEL PLASTIC PRODUCT - NA,2022-11-28 00:00:00,48,2,40
PROCTER & GAMBLE - EU,2022-11-28 00:00:00,48,331,539
THE FERRERO GROUP - NA,2022-11-28 00:00:00,48,19,55
3M - NA,2022-11-21 00:00:00,47,106,190
BROWN FORMAN CORPORATION - NA,2022-11-21 00:00:00,47,21,10
CONAGRA - NA,2022-11-21 00:00:00,47,21,20
DANONE - EU,2022-11-21 00:00:00,47,3,46
HALEON - EU,2022-11-21 00:00:00,47,210,115
HALEON - NA,2022-11-21 00:00:00,47,20,43
INTERNATIONAL PAPER - NA,2022-11-21 00:00:00,47,9,20
JDE - EU,2022-11-21 00:00:00,47,18,40
METAL CONTAINER CORP - NA,2022-11-21 00:00:00,47,2,70
NOVOLEX - NA,2022-11-21 00:00:00,47,18,28
PACKAGING SPECIALTIE - NA,2022-11-21 00:00:00,47,1,50
PEEL PLASTIC PRODUCT - NA,2022-11-21 00:00:00,47,12,36
PROCTER & GAMBLE - EU,2022-11-21 00:00:00,47,121,457
THE FERRERO GROUP - NA,2022-11-21 00:00:00,47,10,35
3M - NA,2022-11-14 00:00:00,46,80,170
BROWN FORMAN CORPORATION - NA,2022-11-14 00:00:00,46,57,10
CONAGRA - NA,2022-11-14 00:00:00,46,49,30
DANONE - EU,2022-11-14 00:00:00,46,0,46
HALEON - EU,2022-11-14 00:00:00,46,126,115
HALEON - NA,2022-11-14 00:00:00,46,41,42
INTERNATIONAL PAPER - NA,2022-11-14 00:00:00,46,19,44
JDE - EU,2022-11-14 00:00:00,46,8,40
METAL CONTAINER CORP - NA,2022-11-14 00:00:00,46,9,120
NOVOLEX - NA,2022-11-14 00:00:00,46,8,36
PACKAGING SPECIALTIE - NA,2022-11-14 00:00:00,46,0,74
PEEL PLASTIC PRODUCT - NA,2022-11-14 00:00:00,46,13,27
PROCTER & GAMBLE - EU,2022-11-14 00:00:00,46,219,677
THE FERRERO GROUP - NA,2022-11-14 00:00:00,46,22,50
3M - NA,2022-11-07 00:00:00,45,106,170
BROWN FORMAN CORPORATION - NA,2022-11-07 00:00:00,45,64,10
CONAGRA - NA,2022-11-07 00:00:00,45,48,50
DANONE - EU,2022-11-07 00:00:00,45,0,46
HALEON - EU,2022-11-07 00:00:00,45,121,145
HALEON - NA,2022-11-07 00:00:00,45,36,43
INTERNATIONAL PAPER - NA,2022-11-07 00:00:00,45,16,44
JDE - EU,2022-11-07 00:00:00,45,27,30
METAL CONTAINER CORP - NA,2022-11-07 00:00:00,45,16,125
NOVOLEX - NA,2022-11-07 00:00:00,45,9,36
PACKAGING SPECIALTIE - NA,2022-11-07 00:00:00,45,9,95
PEEL PLASTIC PRODUCT - NA,2022-11-07 00:00:00,45,3,22
PROCTER & GAMBLE - EU,2022-11-07 00:00:00,45,309,699
THE FERRERO GROUP - NA,2022-11-07 00:00:00,45,18,52
3M - NA,2022-10-31 00:00:00,44,69,180
BROWN FORMAN CORPORATION - NA,2022-10-31 00:00:00,44,52,15
CONAGRA - NA,2022-10-31 00:00:00,44,28,40
DANONE - EU,2022-10-31 00:00:00,44,1,46
HALEON - EU,2022-10-31 00:00:00,44,129,115
HALEON - NA,2022-10-31 00:00:00,44,37,18
INTERNATIONAL PAPER - NA,2022-10-31 00:00:00,44,12,44
JDE - EU,2022-10-31 00:00:00,44,22,30
METAL CONTAINER CORP - NA,2022-10-31 00:00:00,44,14,120
NOVOLEX - NA,2022-10-31 00:00:00,44,16,35
PACKAGING SPECIALTIE - NA,2022-10-31 00:00:00,44,2,88
PEEL PLASTIC PRODUCT - NA,2022-10-31 00:00:00,44,12,30
PROCTER & GAMBLE - EU,2022-10-31 00:00:00,44,421,736
THE FERRERO GROUP - NA,2022-10-31 00:00:00,44,20,58
3M - NA,2022-10-24 00:00:00,43,175,150
BROWN FORMAN CORPORATION - NA,2022-10-24 00:00:00,43,45,10
CONAGRA - NA,2022-10-24 00:00:00,43,52,30
DANONE - EU,2022-10-24 00:00:00,43,0,71
HALEON - EU,2022-10-24 00:00:00,43,140,110
HALEON - NA,2022-10-24 00:00:00,43,41,44
INTERNATIONAL PAPER - NA,2022-10-24 00:00:00,43,16,48
JDE - EU,2022-10-24 00:00:00,43,8,30
METAL CONTAINER CORP - NA,2022-10-24 00:00:00,43,14,120
NOVOLEX - NA,2022-10-24 00:00:00,43,27,36
PACKAGING SPECIALTIE - NA,2022-10-24 00:00:00,43,5,30
PEEL PLASTIC PRODUCT - NA,2022-10-24 00:00:00,43,2,50
PROCTER & GAMBLE - EU,2022-10-24 00:00:00,43,655,624
THE FERRERO GROUP - NA,2022-10-24 00:00:00,43,31,65
3M - NA,2022-10-17 00:00:00,42,223,178
BROWN FORMAN CORPORATION - NA,2022-10-17 00:00:00,42,43,10
CONAGRA - NA,2022-10-17 00:00:00,42,59,34
DANONE - EU,2022-10-17 00:00:00,42,4,71
HALEON - EU,2022-10-17 00:00:00,42,110,100
HALEON - NA,2022-10-17 00:00:00,42,31,56
INTERNATIONAL PAPER - NA,2022-10-17 00:00:00,42,6,48
JDE - EU,2022-10-17 00:00:00,42,19,30
METAL CONTAINER CORP - NA,2022-10-17 00:00:00,42,11,130
NOVOLEX - NA,2022-10-17 00:00:00,42,13,35
PACKAGING SPECIALTIE - NA,2022-10-17 00:00:00,42,0,35
PEEL PLASTIC PRODUCT - NA,2022-10-17 00:00:00,42,8,66
PROCTER & GAMBLE - EU,2022-10-17 00:00:00,42,311,658
THE FERRERO GROUP - NA,2022-10-17 00:00:00,42,15,70
3M - NA,2022-10-10 00:00:00,41,124,150
BROWN FORMAN CORPORATION - NA,2022-10-10 00:00:00,41,48,10
CONAGRA - NA,2022-10-10 00:00:00,41,52,35
DANONE - EU,2022-10-10 00:00:00,41,2,71
HALEON - EU,2022-10-10 00:00:00,41,139,100
HALEON - NA,2022-10-10 00:00:00,41,30,71
INTERNATIONAL PAPER - NA,2022-10-10 00:00:00,41,14,48
JDE - EU,2022-10-10 00:00:00,41,19,30
METAL CONTAINER CORP - NA,2022-10-10 00:00:00,41,15,125
NOVOLEX - NA,2022-10-10 00:00:00,41,22,34
PACKAGING SPECIALTIE - NA,2022-10-10 00:00:00,41,0,15
PEEL PLASTIC PRODUCT - NA,2022-10-10 00:00:00,41,7,68
PROCTER & GAMBLE - EU,2022-10-10 00:00:00,41,228,706
THE FERRERO GROUP - NA,2022-10-10 00:00:00,41,15,70
3M - NA,2022-10-03 00:00:00,40,76,170
BROWN FORMAN CORPORATION - NA,2022-10-03 00:00:00,40,39,10
CONAGRA - NA,2022-10-03 00:00:00,40,29,56
DANONE - EU,2022-10-03 00:00:00,40,2,71
HALEON - EU,2022-10-03 00:00:00,40,123,96
HALEON - NA,2022-10-03 00:00:00,40,29,75
INTERNATIONAL PAPER - NA,2022-10-03 00:00:00,40,8,48
JDE - EU,2022-10-03 00:00:00,40,33,30
METAL CONTAINER CORP - NA,2022-10-03 00:00:00,40,10,125
NOVOLEX - NA,2022-10-03 00:00:00,40,15,34
PACKAGING SPECIALTIE - NA,2022-10-03 00:00:00,40,0,40
PEEL PLASTIC PRODUCT - NA,2022-10-03 00:00:00,40,3,45
PROCTER & GAMBLE - EU,2022-10-03 00:00:00,40,203,662
THE FERRERO GROUP - NA,2022-10-03 00:00:00,40,11,65
3M - NA,2022-09-26 00:00:00,39,73,160
BROWN FORMAN CORPORATION - NA,2022-09-26 00:00:00,39,34,10
CONAGRA - NA,2022-09-26 00:00:00,39,42,25
DANONE - EU,2022-09-26 00:00:00,39,2,71
HALEON - EU,2022-09-26 00:00:00,39,127,90
HALEON - NA,2022-09-26 00:00:00,39,76,51
INTERNATIONAL PAPER - NA,2022-09-26 00:00:00,39,4,48
JDE - EU,2022-09-26 00:00:00,39,41,30
METAL CONTAINER CORP - NA,2022-09-26 00:00:00,39,12,120
NOVOLEX - NA,2022-09-26 00:00:00,39,29,34
PACKAGING SPECIALTIE - NA,2022-09-26 00:00:00,39,3,40
PEEL PLASTIC PRODUCT - NA,2022-09-26 00:00:00,39,2,58
PROCTER & GAMBLE - EU,2022-09-26 00:00:00,39,179,755
THE FERRERO GROUP - NA,2022-09-26 00:00:00,39,12,70
3M - NA,2022-09-19 00:00:00,38,53,160
BROWN FORMAN CORPORATION - NA,2022-09-19 00:00:00,38,21,47
CONAGRA - NA,2022-09-19 00:00:00,38,38,30
DANONE - EU,2022-09-19 00:00:00,38,1,63
HALEON - EU,2022-09-19 00:00:00,38,150,90
HALEON - NA,2022-09-19 00:00:00,38,46,67
INTERNATIONAL PAPER - NA,2022-09-19 00:00:00,38,20,55
JDE - EU,2022-09-19 00:00:00,38,23,50
METAL CONTAINER CORP - NA,2022-09-19 00:00:00,38,10,155
NOVOLEX - NA,2022-09-19 00:00:00,38,17,33
PACKAGING SPECIALTIE - NA,2022-09-19 00:00:00,38,3,85
PEEL PLASTIC PRODUCT - NA,2022-09-19 00:00:00,38,1,55
PROCTER & GAMBLE - EU,2022-09-19 00:00:00,38,171,222
THE FERRERO GROUP - NA,2022-09-19 00:00:00,38,10,33
3M - NA,2022-09-12 00:00:00,37,121,137
BROWN FORMAN CORPORATION - NA,2022-09-12 00:00:00,37,49,47
CONAGRA - NA,2022-09-12 00:00:00,37,37,15
DANONE - EU,2022-09-12 00:00:00,37,1,38
HALEON - EU,2022-09-12 00:00:00,37,108,88
HALEON - NA,2022-09-12 00:00:00,37,55,38
INTERNATIONAL PAPER - NA,2022-09-12 00:00:00,37,31,50
JDE - EU,2022-09-12 00:00:00,37,44,50
METAL CONTAINER CORP - NA,2022-09-12 00:00:00,37,5,145
NOVOLEX - NA,2022-09-12 00:00:00,37,13,33
PACKAGING SPECIALTIE - NA,2022-09-12 00:00:00,37,0,65
PEEL PLASTIC PRODUCT - NA,2022-09-12 00:00:00,37,3,47
PROCTER & GAMBLE - EU,2022-09-12 00:00:00,37,197,222
THE FERRERO GROUP - NA,2022-09-12 00:00:00,37,10,55
3M - NA,2022-09-05 00:00:00,36,122,145
BROWN FORMAN CORPORATION - NA,2022-09-05 00:00:00,36,24,47
CONAGRA - NA,2022-09-05 00:00:00,36,7,25
DANONE - EU,2022-09-05 00:00:00,36,0,45
HALEON - EU,2022-09-05 00:00:00,36,94,83
HALEON - NA,2022-09-05 00:00:00,36,104,48
INTERNATIONAL PAPER - NA,2022-09-05 00:00:00,36,15,42
JDE - EU,2022-09-05 00:00:00,36,20,50
METAL CONTAINER CORP - NA,2022-09-05 00:00:00,36,1,140
NOVOLEX - NA,2022-09-05 00:00:00,36,4,33
PACKAGING SPECIALTIE - NA,2022-09-05 00:00:00,36,2,80
PEEL PLASTIC PRODUCT - NA,2022-09-05 00:00:00,36,3,45
PROCTER & GAMBLE - EU,2022-09-05 00:00:00,36,156,222
THE FERRERO GROUP - NA,2022-09-05 00:00:00,36,16,60
3M - NA,2022-08-29 00:00:00,35,73,155
BROWN FORMAN CORPORATION - NA,2022-08-29 00:00:00,35,35,47
CONAGRA - NA,2022-08-29 00:00:00,35,44,20
DANONE - EU,2022-08-29 00:00:00,35,0,8
HALEON - EU,2022-08-29 00:00:00,35,177,83
HALEON - NA,2022-08-29 00:00:00,35,54,26
INTERNATIONAL PAPER - NA,2022-08-29 00:00:00,35,17,40
JDE - EU,2022-08-29 00:00:00,35,8,50
METAL CONTAINER CORP - NA,2022-08-29 00:00:00,35,1,140
NOVOLEX - NA,2022-08-29 00:00:00,35,13,33
PACKAGING SPECIALTIE - NA,2022-08-29 00:00:00,35,0,75
PEEL PLASTIC PRODUCT - NA,2022-08-29 00:00:00,35,4,33
PROCTER & GAMBLE - EU,2022-08-29 00:00:00,35,226,203
THE FERRERO GROUP - NA,2022-08-29 00:00:00,35,14,89
3M - NA,2022-08-22 00:00:00,34,153,130
BROWN FORMAN CORPORATION - NA,2022-08-22 00:00:00,34,35,47
CONAGRA - NA,2022-08-22 00:00:00,34,29,15
DANONE - EU,2022-08-22 00:00:00,34,0,66
HALEON - EU,2022-08-22 00:00:00,34,155,238
INTERNATIONAL PAPER - NA,2022-08-22 00:00:00,34,16,45
JDE - EU,2022-08-22 00:00:00,34,36,140
METAL CONTAINER CORP - NA,2022-08-22 00:00:00,34,7,155
NOVOLEX - NA,2022-08-22 00:00:00,34,25,37
PACKAGING SPECIALTIE - NA,2022-08-22 00:00:00,34,0,141
PEEL PLASTIC PRODUCT - NA,2022-08-22 00:00:00,34,20,47
PROCTER & GAMBLE - EU,2022-08-22 00:00:00,34,295,600
THE FERRERO GROUP - NA,2022-08-22 00:00:00,34,12,90
3M - NA,2022-08-15 00:00:00,33,79,120
BROWN FORMAN CORPORATION - NA,2022-08-15 00:00:00,33,49,47
CONAGRA - NA,2022-08-15 00:00:00,33,31,10
DANONE - EU,2022-08-15 00:00:00,33,1,67
HALEON - EU,2022-08-15 00:00:00,33,105,208
INTERNATIONAL PAPER - NA,2022-08-15 00:00:00,33,21,45
JDE - EU,2022-08-15 00:00:00,33,100,140
METAL CONTAINER CORP - NA,2022-08-15 00:00:00,33,4,155
NOVOLEX - NA,2022-08-15 00:00:00,33,17,37
PACKAGING SPECIALTIE - NA,2022-08-15 00:00:00,33,0,141
PEEL PLASTIC PRODUCT - NA,2022-08-15 00:00:00,33,15,55
PROCTER & GAMBLE - EU,2022-08-15 00:00:00,33,197,600
THE FERRERO GROUP - NA,2022-08-15 00:00:00,33,12,120
3M - NA,2022-08-08 00:00:00,32,168,150
BROWN FORMAN CORPORATION - NA,2022-08-08 00:00:00,32,62,47
CONAGRA - NA,2022-08-08 00:00:00,32,40,86
DANONE - EU,2022-08-08 00:00:00,32,0,51
HALEON - EU,2022-08-08 00:00:00,32,93,207
INTERNATIONAL PAPER - NA,2022-08-08 00:00:00,32,20,45
JDE - EU,2022-08-08 00:00:00,32,20,160
METAL CONTAINER CORP - NA,2022-08-08 00:00:00,32,15,155
NOVOLEX - NA,2022-08-08 00:00:00,32,12,37
PACKAGING SPECIALTIE - NA,2022-08-08 00:00:00,32,1,141
PEEL PLASTIC PRODUCT - NA,2022-08-08 00:00:00,32,5,47
PROCTER & GAMBLE - EU,2022-08-08 00:00:00,32,138,600
THE FERRERO GROUP - NA,2022-08-08 00:00:00,32,18,105
3M - NA,2022-08-01 00:00:00,31,105,150
BROWN FORMAN CORPORATION - NA,2022-08-01 00:00:00,31,31,47
CONAGRA - NA,2022-08-01 00:00:00,31,66,56
DANONE - EU,2022-08-01 00:00:00,31,2,59
HALEON - EU,2022-08-01 00:00:00,31,162,177
INTERNATIONAL PAPER - NA,2022-08-01 00:00:00,31,16,45
JDE - EU,2022-08-01 00:00:00,31,18,160
METAL CONTAINER CORP - NA,2022-08-01 00:00:00,31,6,155
NOVOLEX - NA,2022-08-01 00:00:00,31,5,37
PACKAGING SPECIALTIE - NA,2022-08-01 00:00:00,31,1,141
PEEL PLASTIC PRODUCT - NA,2022-08-01 00:00:00,31,9,45
PROCTER & GAMBLE - EU,2022-08-01 00:00:00,31,207,600
THE FERRERO GROUP - NA,2022-08-01 00:00:00,31,22,90
