Customer Name,Date,Orders
TRANSCONTINENTAL INC.,2023-02-27 00:00:00,0
UFLEX LIMITED,2023-02-27 00:00:00,0
ULTIMATE PACKAGING LTD,2023-02-27 00:00:00,0
UNILEVER,2023-02-27 00:00:00,14
WAITROSE LIMITED,2023-02-27 00:00:00,18
WELL,2023-02-27 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2023-02-27 00:00:00,23
2 SISTERS FOOD GROUP,2023-02-20 00:00:00,3
3M,2023-02-20 00:00:00,2
AIMIA FOODS LTD,2023-02-20 00:00:00,0
ALLIED BAKERIES,2023-02-20 00:00:00,1
AMCOR,2023-02-20 00:00:00,52
ARROW FILM CONVERTORS LTD,2023-02-20 00:00:00,0
ASPLA,2023-02-20 00:00:00,6
ASTRA ZENECA,2023-02-20 00:00:00,31
ATTINDAS,2023-02-20 00:00:00,1
BEIERSDORF INCORPORATED,2023-02-20 00:00:00,1956
BEMIS ELSHAM LTD,2023-02-20 00:00:00,3
BISCHOF & KLEIN,2023-02-20 00:00:00,0
BORAN MOPACK,2023-02-20 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2023-02-20 00:00:00,1
BRAYFORD PLASTICS LTD,2023-02-20 00:00:00,0
BRITISH POLYTHENE IND PLC,2023-02-20 00:00:00,10
CARAMBAR & CO SAS,2023-02-20 00:00:00,10
COCA COLA,2023-02-20 00:00:00,175
Covis Pharma GmbH,2023-02-20 00:00:00,15
DANONE,2023-02-20 00:00:00,7
DS SMITH,2023-02-20 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2023-02-20 00:00:00,0
EMERGENT,2023-02-20 00:00:00,1
EMSUR MADRID,2023-02-20 00:00:00,0
EUGENE PERMA,2023-02-20 00:00:00,1
EUROFLEX,2023-02-20 00:00:00,0
Euroscatola,2023-02-20 00:00:00,0
EVERGREEN,2023-02-20 00:00:00,43
EVERRIS LIMITED,2023-02-20 00:00:00,0
EYEVANCE PHARMACEUTICALS,2023-02-20 00:00:00,2
FLEXOPLAST,2023-02-20 00:00:00,0
FOUR04 PACKAGING LTD,2023-02-20 00:00:00,0
FRANPRIX,2023-02-20 00:00:00,9
FRIGEMO,2023-02-20 00:00:00,1
Froneri,2023-02-20 00:00:00,0
GBFOODS,2023-02-20 00:00:00,6
GLACES THIRIET,2023-02-20 00:00:00,4
GREEN ISLE FOODS,2023-02-20 00:00:00,0
HALEON,2023-02-20 00:00:00,123
Herta,2023-02-20 00:00:00,0
HEWLETT PACKARD,2023-02-20 00:00:00,3
Horizon Pharma Ireland Ltd,2023-02-20 00:00:00,0
HOVIS LTD,2023-02-20 00:00:00,3
INTERFLEX GROUP INC,2023-02-20 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2023-02-20 00:00:00,0
JDE,2023-02-20 00:00:00,6
KELLOGG COMPANY,2023-02-20 00:00:00,26
KERRY INC,2023-02-20 00:00:00,16
KIBAR GROUP,2023-02-20 00:00:00,0
LACTALIS,2023-02-20 00:00:00,17
LOREAL,2023-02-20 00:00:00,0
LVMH,2023-02-20 00:00:00,26
MACKLE PET FOODS,2023-02-20 00:00:00,0
"MARS, INC.",2023-02-20 00:00:00,155
MAZDA,2023-02-20 00:00:00,0
MCCAIN FOODS,2023-02-20 00:00:00,4
MERCADONA,2023-02-20 00:00:00,2
MILLER/COORS,2023-02-20 00:00:00,1
"ModernaTX, Inc.",2023-02-20 00:00:00,5
MONDELEZ,2023-02-20 00:00:00,98
MONDI PACKAGING,2023-02-20 00:00:00,0
MOUSLINE,2023-02-20 00:00:00,0
NATIONAL PKG CORPORATION LTD,2023-02-20 00:00:00,0
NESTLE,2023-02-20 00:00:00,253
NISSAN,2023-02-20 00:00:00,0
ORKLA,2023-02-20 00:00:00,17
PAPERWORKS INDUSTRIES,2023-02-20 00:00:00,0
Papier-Mettler,2023-02-20 00:00:00,0
PAUL PAULET,2023-02-20 00:00:00,2
PEPSICO,2023-02-20 00:00:00,0
PHILIPS,2023-02-20 00:00:00,152
PILGRIMS PRIDE CORP,2023-02-20 00:00:00,8
POKON NATURADO B.V.,2023-02-20 00:00:00,0
PROCTER & GAMBLE,2023-02-20 00:00:00,151
RECKITT BENCKISER IN,2023-02-20 00:00:00,40
RÉMY COINTREAU,2023-02-20 00:00:00,29
RENAULT,2023-02-20 00:00:00,0
RKW,2023-02-20 00:00:00,0
RKW France Castelletta,2023-02-20 00:00:00,0
ROBERTS MART & CO LTD,2023-02-20 00:00:00,0
ROYAL CANIN,2023-02-20 00:00:00,10
SAICA PACK,2023-02-20 00:00:00,44
SCA HEALTHCARE,2023-02-20 00:00:00,1
SIGNIFY,2023-02-20 00:00:00,47
SIVA PLASTICS,2023-02-20 00:00:00,0
SKYMARK SCUNTHORPE,2023-02-20 00:00:00,0
SMURFIT,2023-02-20 00:00:00,9
ST. JOHN PACKAGING UK LTD.,2023-02-20 00:00:00,3
STARBUCKS COFFEE CO,2023-02-20 00:00:00,14
STEMPHER BV,2023-02-20 00:00:00,0
SYNPAC LIMITED,2023-02-20 00:00:00,0
TAKEDA EU,2023-02-20 00:00:00,40
TETRA PAK,2023-02-20 00:00:00,121
Tevalis Limited,2023-02-20 00:00:00,0
TRANSCONTINENTAL INC.,2023-02-20 00:00:00,0
UFLEX LIMITED,2023-02-20 00:00:00,0
ULTIMATE PACKAGING LTD,2023-02-20 00:00:00,1
UNILEVER,2023-02-20 00:00:00,36
WAITROSE LIMITED,2023-02-20 00:00:00,11
WELL,2023-02-20 00:00:00,2
WM MORRISON SUPERMARKETS PLC,2023-02-20 00:00:00,32
2 SISTERS FOOD GROUP,2023-02-13 00:00:00,8
3M,2023-02-13 00:00:00,4
AIMIA FOODS LTD,2023-02-13 00:00:00,1
ALLIED BAKERIES,2023-02-13 00:00:00,5
AMCOR,2023-02-13 00:00:00,27
ARROW FILM CONVERTORS LTD,2023-02-13 00:00:00,2
ASPLA,2023-02-13 00:00:00,5
ASTRA ZENECA,2023-02-13 00:00:00,45
ATTINDAS,2023-02-13 00:00:00,1
BEIERSDORF INCORPORATED,2023-02-13 00:00:00,635
BEMIS ELSHAM LTD,2023-02-13 00:00:00,1
BISCHOF & KLEIN,2023-02-13 00:00:00,0
BORAN MOPACK,2023-02-13 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2023-02-13 00:00:00,0
BRAYFORD PLASTICS LTD,2023-02-13 00:00:00,1
BRITISH POLYTHENE IND PLC,2023-02-13 00:00:00,0
CARAMBAR & CO SAS,2023-02-13 00:00:00,12
COCA COLA,2023-02-13 00:00:00,137
Covis Pharma GmbH,2023-02-13 00:00:00,9
DANONE,2023-02-13 00:00:00,26
DS SMITH,2023-02-13 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2023-02-13 00:00:00,0
EMERGENT,2023-02-13 00:00:00,1
EMSUR MADRID,2023-02-13 00:00:00,0
EUGENE PERMA,2023-02-13 00:00:00,0
EUROFLEX,2023-02-13 00:00:00,1
Euroscatola,2023-02-13 00:00:00,0
EVERGREEN,2023-02-13 00:00:00,5
EVERRIS LIMITED,2023-02-13 00:00:00,1
EYEVANCE PHARMACEUTICALS,2023-02-13 00:00:00,0
FLEXOPLAST,2023-02-13 00:00:00,0
FOUR04 PACKAGING LTD,2023-02-13 00:00:00,0
FRANPRIX,2023-02-13 00:00:00,5
FRIGEMO,2023-02-13 00:00:00,0
Froneri,2023-02-13 00:00:00,3
GBFOODS,2023-02-13 00:00:00,16
GLACES THIRIET,2023-02-13 00:00:00,10
GREEN ISLE FOODS,2023-02-13 00:00:00,0
HALEON,2023-02-13 00:00:00,165
Herta,2023-02-13 00:00:00,5
HEWLETT PACKARD,2023-02-13 00:00:00,3
Horizon Pharma Ireland Ltd,2023-02-13 00:00:00,9
HOVIS LTD,2023-02-13 00:00:00,7
INTERFLEX GROUP INC,2023-02-13 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2023-02-13 00:00:00,0
JDE,2023-02-13 00:00:00,19
KELLOGG COMPANY,2023-02-13 00:00:00,39
KERRY INC,2023-02-13 00:00:00,2
KIBAR GROUP,2023-02-13 00:00:00,0
LACTALIS,2023-02-13 00:00:00,9
LOREAL,2023-02-13 00:00:00,0
LVMH,2023-02-13 00:00:00,30
MACKLE PET FOODS,2023-02-13 00:00:00,0
"MARS, INC.",2023-02-13 00:00:00,141
MAZDA,2023-02-13 00:00:00,0
MCCAIN FOODS,2023-02-13 00:00:00,3
MERCADONA,2023-02-13 00:00:00,3
MILLER/COORS,2023-02-13 00:00:00,9
"ModernaTX, Inc.",2023-02-13 00:00:00,5
MONDELEZ,2023-02-13 00:00:00,103
MONDI PACKAGING,2023-02-13 00:00:00,0
MOUSLINE,2023-02-13 00:00:00,0
NATIONAL PKG CORPORATION LTD,2023-02-13 00:00:00,0
NESTLE,2023-02-13 00:00:00,268
NISSAN,2023-02-13 00:00:00,0
ORKLA,2023-02-13 00:00:00,32
PAPERWORKS INDUSTRIES,2023-02-13 00:00:00,0
Papier-Mettler,2023-02-13 00:00:00,0
PAUL PAULET,2023-02-13 00:00:00,0
PEPSICO,2023-02-13 00:00:00,0
PHILIPS,2023-02-13 00:00:00,52
PILGRIMS PRIDE CORP,2023-02-13 00:00:00,10
POKON NATURADO B.V.,2023-02-13 00:00:00,0
PROCTER & GAMBLE,2023-02-13 00:00:00,99
RECKITT BENCKISER IN,2023-02-13 00:00:00,26
RÉMY COINTREAU,2023-02-13 00:00:00,16
RENAULT,2023-02-13 00:00:00,0
RKW,2023-02-13 00:00:00,0
RKW France Castelletta,2023-02-13 00:00:00,0
ROBERTS MART & CO LTD,2023-02-13 00:00:00,0
ROYAL CANIN,2023-02-13 00:00:00,8
SAICA PACK,2023-02-13 00:00:00,38
SCA HEALTHCARE,2023-02-13 00:00:00,2
SIGNIFY,2023-02-13 00:00:00,81
SIVA PLASTICS,2023-02-13 00:00:00,0
SKYMARK SCUNTHORPE,2023-02-13 00:00:00,0
SMURFIT,2023-02-13 00:00:00,19
ST. JOHN PACKAGING UK LTD.,2023-02-13 00:00:00,0
STARBUCKS COFFEE CO,2023-02-13 00:00:00,1
STEMPHER BV,2023-02-13 00:00:00,0
SYNPAC LIMITED,2023-02-13 00:00:00,0
TAKEDA EU,2023-02-13 00:00:00,44
TETRA PAK,2023-02-13 00:00:00,174
Tevalis Limited,2023-02-13 00:00:00,0
TRANSCONTINENTAL INC.,2023-02-13 00:00:00,1
UFLEX LIMITED,2023-02-13 00:00:00,0
ULTIMATE PACKAGING LTD,2023-02-13 00:00:00,0
UNILEVER,2023-02-13 00:00:00,6
WAITROSE LIMITED,2023-02-13 00:00:00,29
WELL,2023-02-13 00:00:00,8
WM MORRISON SUPERMARKETS PLC,2023-02-13 00:00:00,27
2 SISTERS FOOD GROUP,2023-02-06 00:00:00,3
3M,2023-02-06 00:00:00,2
AIMIA FOODS LTD,2023-02-06 00:00:00,0
ALLIED BAKERIES,2023-02-06 00:00:00,6
AMCOR,2023-02-06 00:00:00,27
ARROW FILM CONVERTORS LTD,2023-02-06 00:00:00,0
ASPLA,2023-02-06 00:00:00,0
ASTRA ZENECA,2023-02-06 00:00:00,50
ATTINDAS,2023-02-06 00:00:00,0
BEIERSDORF INCORPORATED,2023-02-06 00:00:00,617
BEMIS ELSHAM LTD,2023-02-06 00:00:00,1
BISCHOF & KLEIN,2023-02-06 00:00:00,0
BORAN MOPACK,2023-02-06 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2023-02-06 00:00:00,0
BRAYFORD PLASTICS LTD,2023-02-06 00:00:00,0
BRITISH POLYTHENE IND PLC,2023-02-06 00:00:00,4
CARAMBAR & CO SAS,2023-02-06 00:00:00,14
COCA COLA,2023-02-06 00:00:00,156
Covis Pharma GmbH,2023-02-06 00:00:00,7
DANONE,2023-02-06 00:00:00,11
DS SMITH,2023-02-06 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2023-02-06 00:00:00,0
EMERGENT,2023-02-06 00:00:00,2
EMSUR MADRID,2023-02-06 00:00:00,0
EUGENE PERMA,2023-02-06 00:00:00,0
EUROFLEX,2023-02-06 00:00:00,0
Euroscatola,2023-02-06 00:00:00,0
EVERGREEN,2023-02-06 00:00:00,13
EVERRIS LIMITED,2023-02-06 00:00:00,0
EYEVANCE PHARMACEUTICALS,2023-02-06 00:00:00,3
FLEXOPLAST,2023-02-06 00:00:00,0
FOUR04 PACKAGING LTD,2023-02-06 00:00:00,1
FRANPRIX,2023-02-06 00:00:00,8
FRIGEMO,2023-02-06 00:00:00,0
Froneri,2023-02-06 00:00:00,10
GBFOODS,2023-02-06 00:00:00,7
GLACES THIRIET,2023-02-06 00:00:00,3
GREEN ISLE FOODS,2023-02-06 00:00:00,0
HALEON,2023-02-06 00:00:00,154
Herta,2023-02-06 00:00:00,6
HEWLETT PACKARD,2023-02-06 00:00:00,2
Horizon Pharma Ireland Ltd,2023-02-06 00:00:00,7
HOVIS LTD,2023-02-06 00:00:00,6
INTERFLEX GROUP INC,2023-02-06 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2023-02-06 00:00:00,0
JDE,2023-02-06 00:00:00,51
KELLOGG COMPANY,2023-02-06 00:00:00,28
KERRY INC,2023-02-06 00:00:00,0
KIBAR GROUP,2023-02-06 00:00:00,0
LACTALIS,2023-02-06 00:00:00,5
LOREAL,2023-02-06 00:00:00,0
LVMH,2023-02-06 00:00:00,63
MACKLE PET FOODS,2023-02-06 00:00:00,0
"MARS, INC.",2023-02-06 00:00:00,142
MAZDA,2023-02-06 00:00:00,0
MCCAIN FOODS,2023-02-06 00:00:00,11
MERCADONA,2023-02-06 00:00:00,2
MILLER/COORS,2023-02-06 00:00:00,6
"ModernaTX, Inc.",2023-02-06 00:00:00,11
MONDELEZ,2023-02-06 00:00:00,94
MONDI PACKAGING,2023-02-06 00:00:00,0
MOUSLINE,2023-02-06 00:00:00,1
NATIONAL PKG CORPORATION LTD,2023-02-06 00:00:00,0
NESTLE,2023-02-06 00:00:00,182
NISSAN,2023-02-06 00:00:00,0
ORKLA,2023-02-06 00:00:00,34
PAPERWORKS INDUSTRIES,2023-02-06 00:00:00,0
Papier-Mettler,2023-02-06 00:00:00,0
PAUL PAULET,2023-02-06 00:00:00,4
PEPSICO,2023-02-06 00:00:00,0
PHILIPS,2023-02-06 00:00:00,37
PILGRIMS PRIDE CORP,2023-02-06 00:00:00,4
POKON NATURADO B.V.,2023-02-06 00:00:00,14
PROCTER & GAMBLE,2023-02-06 00:00:00,77
RECKITT BENCKISER IN,2023-02-06 00:00:00,55
RÉMY COINTREAU,2023-02-06 00:00:00,34
RENAULT,2023-02-06 00:00:00,0
RKW,2023-02-06 00:00:00,0
RKW France Castelletta,2023-02-06 00:00:00,0
ROBERTS MART & CO LTD,2023-02-06 00:00:00,1
ROYAL CANIN,2023-02-06 00:00:00,1
SAICA PACK,2023-02-06 00:00:00,31
SCA HEALTHCARE,2023-02-06 00:00:00,2
SIGNIFY,2023-02-06 00:00:00,43
SIVA PLASTICS,2023-02-06 00:00:00,0
SKYMARK SCUNTHORPE,2023-02-06 00:00:00,0
SMURFIT,2023-02-06 00:00:00,7
ST. JOHN PACKAGING UK LTD.,2023-02-06 00:00:00,1
STARBUCKS COFFEE CO,2023-02-06 00:00:00,0
STEMPHER BV,2023-02-06 00:00:00,0
SYNPAC LIMITED,2023-02-06 00:00:00,0
TAKEDA EU,2023-02-06 00:00:00,28
TETRA PAK,2023-02-06 00:00:00,140
Tevalis Limited,2023-02-06 00:00:00,0
TRANSCONTINENTAL INC.,2023-02-06 00:00:00,0
UFLEX LIMITED,2023-02-06 00:00:00,0
ULTIMATE PACKAGING LTD,2023-02-06 00:00:00,0
UNILEVER,2023-02-06 00:00:00,14
WAITROSE LIMITED,2023-02-06 00:00:00,11
WELL,2023-02-06 00:00:00,0
WM MORRISON SUPERMARKETS PLC,2023-02-06 00:00:00,6
2 SISTERS FOOD GROUP,2023-01-30 00:00:00,0
3M,2023-01-30 00:00:00,4
AIMIA FOODS LTD,2023-01-30 00:00:00,0
ALLIED BAKERIES,2023-01-30 00:00:00,2
AMCOR,2023-01-30 00:00:00,91
ARROW FILM CONVERTORS LTD,2023-01-30 00:00:00,0
ASPLA,2023-01-30 00:00:00,0
ASTRA ZENECA,2023-01-30 00:00:00,41
ATTINDAS,2023-01-30 00:00:00,0
BEIERSDORF INCORPORATED,2023-01-30 00:00:00,490
BEMIS ELSHAM LTD,2023-01-30 00:00:00,1
BISCHOF & KLEIN,2023-01-30 00:00:00,0
BORAN MOPACK,2023-01-30 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2023-01-30 00:00:00,2
BRAYFORD PLASTICS LTD,2023-01-30 00:00:00,0
BRITISH POLYTHENE IND PLC,2023-01-30 00:00:00,4
CARAMBAR & CO SAS,2023-01-30 00:00:00,23
COCA COLA,2023-01-30 00:00:00,204
Covis Pharma GmbH,2023-01-30 00:00:00,14
DANONE,2023-01-30 00:00:00,11
DS SMITH,2023-01-30 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2023-01-30 00:00:00,0
EMERGENT,2023-01-30 00:00:00,2
EMSUR MADRID,2023-01-30 00:00:00,0
EUGENE PERMA,2023-01-30 00:00:00,0
EUROFLEX,2023-01-30 00:00:00,0
Euroscatola,2023-01-30 00:00:00,0
EVERGREEN,2023-01-30 00:00:00,20
EVERRIS LIMITED,2023-01-30 00:00:00,2
EYEVANCE PHARMACEUTICALS,2023-01-30 00:00:00,2
FLEXOPLAST,2023-01-30 00:00:00,0
FOUR04 PACKAGING LTD,2023-01-30 00:00:00,0
FRANPRIX,2023-01-30 00:00:00,0
FRIGEMO,2023-01-30 00:00:00,0
Froneri,2023-01-30 00:00:00,4
GBFOODS,2023-01-30 00:00:00,1
GLACES THIRIET,2023-01-30 00:00:00,1
GREEN ISLE FOODS,2023-01-30 00:00:00,0
HALEON,2023-01-30 00:00:00,116
Herta,2023-01-30 00:00:00,3
HEWLETT PACKARD,2023-01-30 00:00:00,2
Horizon Pharma Ireland Ltd,2023-01-30 00:00:00,0
HOVIS LTD,2023-01-30 00:00:00,2
INTERFLEX GROUP INC,2023-01-30 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2023-01-30 00:00:00,0
JDE,2023-01-30 00:00:00,19
KELLOGG COMPANY,2023-01-30 00:00:00,45
KERRY INC,2023-01-30 00:00:00,10
KIBAR GROUP,2023-01-30 00:00:00,0
LACTALIS,2023-01-30 00:00:00,19
LOREAL,2023-01-30 00:00:00,0
LVMH,2023-01-30 00:00:00,48
MACKLE PET FOODS,2023-01-30 00:00:00,0
"MARS, INC.",2023-01-30 00:00:00,142
MAZDA,2023-01-30 00:00:00,0
MCCAIN FOODS,2023-01-30 00:00:00,3
MERCADONA,2023-01-30 00:00:00,0
MILLER/COORS,2023-01-30 00:00:00,11
"ModernaTX, Inc.",2023-01-30 00:00:00,9
MONDELEZ,2023-01-30 00:00:00,124
MONDI PACKAGING,2023-01-30 00:00:00,0
MOUSLINE,2023-01-30 00:00:00,0
NATIONAL PKG CORPORATION LTD,2023-01-30 00:00:00,0
NESTLE,2023-01-30 00:00:00,155
NISSAN,2023-01-30 00:00:00,0
ORKLA,2023-01-30 00:00:00,23
PAPERWORKS INDUSTRIES,2023-01-30 00:00:00,0
Papier-Mettler,2023-01-30 00:00:00,0
PAUL PAULET,2023-01-30 00:00:00,0
PEPSICO,2023-01-30 00:00:00,1
PHILIPS,2023-01-30 00:00:00,63
PILGRIMS PRIDE CORP,2023-01-30 00:00:00,7
POKON NATURADO B.V.,2023-01-30 00:00:00,0
PROCTER & GAMBLE,2023-01-30 00:00:00,59
RECKITT BENCKISER IN,2023-01-30 00:00:00,56
RÉMY COINTREAU,2023-01-30 00:00:00,20
RENAULT,2023-01-30 00:00:00,0
RKW,2023-01-30 00:00:00,0
RKW France Castelletta,2023-01-30 00:00:00,0
ROBERTS MART & CO LTD,2023-01-30 00:00:00,0
ROYAL CANIN,2023-01-30 00:00:00,19
SAICA PACK,2023-01-30 00:00:00,30
SCA HEALTHCARE,2023-01-30 00:00:00,0
SIGNIFY,2023-01-30 00:00:00,111
SIVA PLASTICS,2023-01-30 00:00:00,0
SKYMARK SCUNTHORPE,2023-01-30 00:00:00,0
SMURFIT,2023-01-30 00:00:00,8
ST. JOHN PACKAGING UK LTD.,2023-01-30 00:00:00,1
STARBUCKS COFFEE CO,2023-01-30 00:00:00,7
STEMPHER BV,2023-01-30 00:00:00,2
SYNPAC LIMITED,2023-01-30 00:00:00,0
TAKEDA EU,2023-01-30 00:00:00,54
TETRA PAK,2023-01-30 00:00:00,68
Tevalis Limited,2023-01-30 00:00:00,0
TRANSCONTINENTAL INC.,2023-01-30 00:00:00,0
UFLEX LIMITED,2023-01-30 00:00:00,0
ULTIMATE PACKAGING LTD,2023-01-30 00:00:00,0
UNILEVER,2023-01-30 00:00:00,23
WAITROSE LIMITED,2023-01-30 00:00:00,20
WELL,2023-01-30 00:00:00,2
WM MORRISON SUPERMARKETS PLC,2023-01-30 00:00:00,35
2 SISTERS FOOD GROUP,2023-01-23 00:00:00,14
3M,2023-01-23 00:00:00,6
AIMIA FOODS LTD,2023-01-23 00:00:00,0
ALLIED BAKERIES,2023-01-23 00:00:00,4
AMCOR,2023-01-23 00:00:00,107
ARROW FILM CONVERTORS LTD,2023-01-23 00:00:00,0
ASPLA,2023-01-23 00:00:00,0
ASTRA ZENECA,2023-01-23 00:00:00,41
ATTINDAS,2023-01-23 00:00:00,0
BEIERSDORF INCORPORATED,2023-01-23 00:00:00,106
BEMIS ELSHAM LTD,2023-01-23 00:00:00,1
BISCHOF & KLEIN,2023-01-23 00:00:00,0
BORAN MOPACK,2023-01-23 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2023-01-23 00:00:00,1
BRAYFORD PLASTICS LTD,2023-01-23 00:00:00,0
BRITISH POLYTHENE IND PLC,2023-01-23 00:00:00,2
CARAMBAR & CO SAS,2023-01-23 00:00:00,9
COCA COLA,2023-01-23 00:00:00,220
Covis Pharma GmbH,2023-01-23 00:00:00,44
DANONE,2023-01-23 00:00:00,7
DS SMITH,2023-01-23 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2023-01-23 00:00:00,0
EMERGENT,2023-01-23 00:00:00,1
EMSUR MADRID,2023-01-23 00:00:00,0
EUGENE PERMA,2023-01-23 00:00:00,0
EUROFLEX,2023-01-23 00:00:00,0
Euroscatola,2023-01-23 00:00:00,1
EVERGREEN,2023-01-23 00:00:00,7
EVERRIS LIMITED,2023-01-23 00:00:00,1
EYEVANCE PHARMACEUTICALS,2023-01-23 00:00:00,3
FLEXOPLAST,2023-01-23 00:00:00,0
FOUR04 PACKAGING LTD,2023-01-23 00:00:00,0
FRANPRIX,2023-01-23 00:00:00,9
FRIGEMO,2023-01-23 00:00:00,0
Froneri,2023-01-23 00:00:00,3
GBFOODS,2023-01-23 00:00:00,0
GLACES THIRIET,2023-01-23 00:00:00,2
GREEN ISLE FOODS,2023-01-23 00:00:00,8
HALEON,2023-01-23 00:00:00,162
Herta,2023-01-23 00:00:00,6
HEWLETT PACKARD,2023-01-23 00:00:00,2
Horizon Pharma Ireland Ltd,2023-01-23 00:00:00,7
HOVIS LTD,2023-01-23 00:00:00,5
INTERFLEX GROUP INC,2023-01-23 00:00:00,0
IRISH FLEXIBLE PACKAGING LTD,2023-01-23 00:00:00,0
JDE,2023-01-23 00:00:00,14
KELLOGG COMPANY,2023-01-23 00:00:00,71
KERRY INC,2023-01-23 00:00:00,0
KIBAR GROUP,2023-01-23 00:00:00,0
LACTALIS,2023-01-23 00:00:00,9
LOREAL,2023-01-23 00:00:00,0
LVMH,2023-01-23 00:00:00,26
MACKLE PET FOODS,2023-01-23 00:00:00,1
"MARS, INC.",2023-01-23 00:00:00,184
MAZDA,2023-01-23 00:00:00,0
MCCAIN FOODS,2023-01-23 00:00:00,4
MERCADONA,2023-01-23 00:00:00,1
MILLER/COORS,2023-01-23 00:00:00,3
"ModernaTX, Inc.",2023-01-23 00:00:00,8
MONDELEZ,2023-01-23 00:00:00,82
MONDI PACKAGING,2023-01-23 00:00:00,0
MOUSLINE,2023-01-23 00:00:00,0
NATIONAL PKG CORPORATION LTD,2023-01-23 00:00:00,0
NESTLE,2023-01-23 00:00:00,123
NISSAN,2023-01-23 00:00:00,0
ORKLA,2023-01-23 00:00:00,24
PAPERWORKS INDUSTRIES,2023-01-23 00:00:00,0
Papier-Mettler,2023-01-23 00:00:00,2
PAUL PAULET,2023-01-23 00:00:00,0
PEPSICO,2023-01-23 00:00:00,0
PHILIPS,2023-01-23 00:00:00,98
PILGRIMS PRIDE CORP,2023-01-23 00:00:00,1
POKON NATURADO B.V.,2023-01-23 00:00:00,0
PROCTER & GAMBLE,2023-01-23 00:00:00,82
RECKITT BENCKISER IN,2023-01-23 00:00:00,54
RÉMY COINTREAU,2023-01-23 00:00:00,34
RENAULT,2023-01-23 00:00:00,0
RKW,2023-01-23 00:00:00,0
RKW France Castelletta,2023-01-23 00:00:00,0
ROBERTS MART & CO LTD,2023-01-23 00:00:00,1
ROYAL CANIN,2023-01-23 00:00:00,1
SAICA PACK,2023-01-23 00:00:00,56
SCA HEALTHCARE,2023-01-23 00:00:00,2
SIGNIFY,2023-01-23 00:00:00,44
SIVA PLASTICS,2023-01-23 00:00:00,0
SKYMARK SCUNTHORPE,2023-01-23 00:00:00,0
SMURFIT,2023-01-23 00:00:00,5
ST. JOHN PACKAGING UK LTD.,2023-01-23 00:00:00,3
STARBUCKS COFFEE CO,2023-01-23 00:00:00,28
STEMPHER BV,2023-01-23 00:00:00,0
SYNPAC LIMITED,2023-01-23 00:00:00,0
TAKEDA EU,2023-01-23 00:00:00,59
TETRA PAK,2023-01-23 00:00:00,78
Tevalis Limited,2023-01-23 00:00:00,0
TRANSCONTINENTAL INC.,2023-01-23 00:00:00,0
UFLEX LIMITED,2023-01-23 00:00:00,0
ULTIMATE PACKAGING LTD,2023-01-23 00:00:00,0
UNILEVER,2023-01-23 00:00:00,25
WAITROSE LIMITED,2023-01-23 00:00:00,40
WELL,2023-01-23 00:00:00,12
WM MORRISON SUPERMARKETS PLC,2023-01-23 00:00:00,19
2 SISTERS FOOD GROUP,2023-01-16 00:00:00,0
3M,2023-01-16 00:00:00,9
AIMIA FOODS LTD,2023-01-16 00:00:00,0
ALLIED BAKERIES,2023-01-16 00:00:00,3
AMCOR,2023-01-16 00:00:00,36
ARROW FILM CONVERTORS LTD,2023-01-16 00:00:00,0
ASPLA,2023-01-16 00:00:00,2
ASTRA ZENECA,2023-01-16 00:00:00,46
ATTINDAS,2023-01-16 00:00:00,0
BEIERSDORF INCORPORATED,2023-01-16 00:00:00,0
BEMIS ELSHAM LTD,2023-01-16 00:00:00,5
BISCHOF & KLEIN,2023-01-16 00:00:00,0
BORAN MOPACK,2023-01-16 00:00:00,0
BORAN PLASTIC PACKAGING LTD,2023-01-16 00:00:00,2
BRAYFORD PLASTICS LTD,2023-01-16 00:00:00,1
BRITISH POLYTHENE IND PLC,2023-01-16 00:00:00,16
CARAMBAR & CO SAS,2023-01-16 00:00:00,7
COCA COLA,2023-01-16 00:00:00,218
Covis Pharma GmbH,2023-01-16 00:00:00,10
DANONE,2023-01-16 00:00:00,6
DS SMITH,2023-01-16 00:00:00,0
ELIF PLASTIK AMBALAJ SANAYI,2023-01-16 00:00:00,0
EMERGENT,2023-01-16 00:00:00,3
EMSUR MADRID,2023-01-16 00:00:00,0
EUGENE PERMA,2023-01-16 00:00:00,0
EUROFLEX,2023-01-16 00:00:00,0
Euroscatola,2023-01-16 00:00:00,0
EVERGREEN,2023-01-16 00:00:00,8
EVERRIS LIMITED,2023-01-16 00:00:00,0
