Customer Name,Date,S&OP Forecast
PROCTER & GAMBLE - EU,2023-12-11 00:00:00,68
THE FERRERO GROUP - NA,2023-12-11 00:00:00,60
3M - NA,2023-12-18 00:00:00,150
BROWN FORMAN CORPORATION - NA,2023-12-18 00:00:00,40
CONAGRA - NA,2023-12-18 00:00:00,70
DANONE - EU,2023-12-18 00:00:00,75
HALEON - EU,2023-12-18 00:00:00,165
HALEON - NA,2023-12-18 00:00:00,57
INTERNATIONAL PAPER - NA,2023-12-18 00:00:00,40
JDE - EU,2023-12-18 00:00:00,28
METAL CONTAINER CORP - NA,2023-12-18 00:00:00,130
NOVOLEX - NA,2023-12-18 00:00:00,75
PACKAGING SPECIALTIE - NA,2023-12-18 00:00:00,65
PEEL PLASTIC PRODUCT - NA,2023-12-18 00:00:00,39
PROCTER & GAMBLE - EU,2023-12-18 00:00:00,155
THE FERRERO GROUP - NA,2023-12-18 00:00:00,60
3M - NA,2023-12-25 00:00:00,100
BROWN FORMAN CORPORATION - NA,2023-12-25 00:00:00,30
CONAGRA - NA,2023-12-25 00:00:00,50
DANONE - EU,2023-12-25 00:00:00,75
HALEON - EU,2023-12-25 00:00:00,100
HALEON - NA,2023-12-25 00:00:00,20
INTERNATIONAL PAPER - NA,2023-12-25 00:00:00,30
JDE - EU,2023-12-25 00:00:00,25
METAL CONTAINER CORP - NA,2023-12-25 00:00:00,90
NOVOLEX - NA,2023-12-25 00:00:00,30
PACKAGING SPECIALTIE - NA,2023-12-25 00:00:00,40
PEEL PLASTIC PRODUCT - NA,2023-12-25 00:00:00,26
PROCTER & GAMBLE - EU,2023-12-25 00:00:00,78
THE FERRERO GROUP - NA,2023-12-25 00:00:00,30
3M - NA,2024-01-01 00:00:00,55
BROWN FORMAN CORPORATION - NA,2024-01-01 00:00:00,30
CONAGRA - NA,2024-01-01 00:00:00,40
DANONE - EU,2024-01-01 00:00:00,105
HALEON - EU,2024-01-01 00:00:00,100
HALEON - NA,2024-01-01 00:00:00,20
INTERNATIONAL PAPER - NA,2024-01-01 00:00:00,30
JDE - EU,2024-01-01 00:00:00,38
METAL CONTAINER CORP - NA,2024-01-01 00:00:00,80
NOVOLEX - NA,2024-01-01 00:00:00,30
PACKAGING SPECIALTIE - NA,2024-01-01 00:00:00,35
PEEL PLASTIC PRODUCT - NA,2024-01-01 00:00:00,33
PROCTER & GAMBLE - EU,2024-01-01 00:00:00,92
THE FERRERO GROUP - NA,2024-01-01 00:00:00,30
3M - NA,2024-01-08 00:00:00,100
BROWN FORMAN CORPORATION - NA,2024-01-08 00:00:00,45
CONAGRA - NA,2024-01-08 00:00:00,50
DANONE - EU,2024-01-08 00:00:00,95
HALEON - EU,2024-01-08 00:00:00,100
HALEON - NA,2024-01-08 00:00:00,40
INTERNATIONAL PAPER - NA,2024-01-08 00:00:00,36
JDE - EU,2024-01-08 00:00:00,25
METAL CONTAINER CORP - NA,2024-01-08 00:00:00,130
NOVOLEX - NA,2024-01-08 00:00:00,45
PACKAGING SPECIALTIE - NA,2024-01-08 00:00:00,40
PEEL PLASTIC PRODUCT - NA,2024-01-08 00:00:00,32
PROCTER & GAMBLE - EU,2024-01-08 00:00:00,100
THE FERRERO GROUP - NA,2024-01-08 00:00:00,35
3M - NA,2024-01-15 00:00:00,125
BROWN FORMAN CORPORATION - NA,2024-01-15 00:00:00,50
CONAGRA - NA,2024-01-15 00:00:00,70
DANONE - EU,2024-01-15 00:00:00,100
HALEON - EU,2024-01-15 00:00:00,130
HALEON - NA,2024-01-15 00:00:00,50
INTERNATIONAL PAPER - NA,2024-01-15 00:00:00,36
JDE - EU,2024-01-15 00:00:00,55
METAL CONTAINER CORP - NA,2024-01-15 00:00:00,140
NOVOLEX - NA,2024-01-15 00:00:00,75
PACKAGING SPECIALTIE - NA,2024-01-15 00:00:00,45
PEEL PLASTIC PRODUCT - NA,2024-01-15 00:00:00,39
PROCTER & GAMBLE - EU,2024-01-15 00:00:00,83
THE FERRERO GROUP - NA,2024-01-15 00:00:00,40
3M - NA,2024-01-22 00:00:00,145
BROWN FORMAN CORPORATION - NA,2024-01-22 00:00:00,50
CONAGRA - NA,2024-01-22 00:00:00,70
DANONE - EU,2024-01-22 00:00:00,100
HALEON - EU,2024-01-22 00:00:00,150
HALEON - NA,2024-01-22 00:00:00,50
INTERNATIONAL PAPER - NA,2024-01-22 00:00:00,36
JDE - EU,2024-01-22 00:00:00,55
METAL CONTAINER CORP - NA,2024-01-22 00:00:00,150
NOVOLEX - NA,2024-01-22 00:00:00,70
PACKAGING SPECIALTIE - NA,2024-01-22 00:00:00,54
PEEL PLASTIC PRODUCT - NA,2024-01-22 00:00:00,35
PROCTER & GAMBLE - EU,2024-01-22 00:00:00,81
THE FERRERO GROUP - NA,2024-01-22 00:00:00,45
3M - NA,2024-01-29 00:00:00,150
BROWN FORMAN CORPORATION - NA,2024-01-29 00:00:00,50
CONAGRA - NA,2024-01-29 00:00:00,50
DANONE - EU,2024-01-29 00:00:00,100
HALEON - EU,2024-01-29 00:00:00,150
HALEON - NA,2024-01-29 00:00:00,50
INTERNATIONAL PAPER - NA,2024-01-29 00:00:00,36
JDE - EU,2024-01-29 00:00:00,56
METAL CONTAINER CORP - NA,2024-01-29 00:00:00,135
NOVOLEX - NA,2024-01-29 00:00:00,75
PACKAGING SPECIALTIE - NA,2024-01-29 00:00:00,45
PEEL PLASTIC PRODUCT - NA,2024-01-29 00:00:00,53
PROCTER & GAMBLE - EU,2024-01-29 00:00:00,155
THE FERRERO GROUP - NA,2024-01-29 00:00:00,55
3M - NA,2024-02-05 00:00:00,175
BROWN FORMAN CORPORATION - NA,2024-02-05 00:00:00,50
CONAGRA - NA,2024-02-05 00:00:00,40
DANONE - EU,2024-02-05 00:00:00,100
HALEON - EU,2024-02-05 00:00:00,150
HALEON - NA,2024-02-05 00:00:00,50
INTERNATIONAL PAPER - NA,2024-02-05 00:00:00,34
JDE - EU,2024-02-05 00:00:00,56
METAL CONTAINER CORP - NA,2024-02-05 00:00:00,130
NOVOLEX - NA,2024-02-05 00:00:00,75
PACKAGING SPECIALTIE - NA,2024-02-05 00:00:00,65
PEEL PLASTIC PRODUCT - NA,2024-02-05 00:00:00,59
PROCTER & GAMBLE - EU,2024-02-05 00:00:00,155
THE FERRERO GROUP - NA,2024-02-05 00:00:00,55
3M - NA,2024-02-12 00:00:00,150
BROWN FORMAN CORPORATION - NA,2024-02-12 00:00:00,50
CONAGRA - NA,2024-02-12 00:00:00,40
DANONE - EU,2024-02-12 00:00:00,100
HALEON - EU,2024-02-12 00:00:00,150
HALEON - NA,2024-02-12 00:00:00,50
INTERNATIONAL PAPER - NA,2024-02-12 00:00:00,36
JDE - EU,2024-02-12 00:00:00,71
METAL CONTAINER CORP - NA,2024-02-12 00:00:00,135
NOVOLEX - NA,2024-02-12 00:00:00,70
PACKAGING SPECIALTIE - NA,2024-02-12 00:00:00,76
PEEL PLASTIC PRODUCT - NA,2024-02-12 00:00:00,54
PROCTER & GAMBLE - EU,2024-02-12 00:00:00,155
THE FERRERO GROUP - NA,2024-02-12 00:00:00,60
3M - NA,2024-02-19 00:00:00,175
BROWN FORMAN CORPORATION - NA,2024-02-19 00:00:00,50
CONAGRA - NA,2024-02-19 00:00:00,40
DANONE - EU,2024-02-19 00:00:00,100
HALEON - EU,2024-02-19 00:00:00,150
HALEON - NA,2024-02-19 00:00:00,50
INTERNATIONAL PAPER - NA,2024-02-19 00:00:00,34
JDE - EU,2024-02-19 00:00:00,65
METAL CONTAINER CORP - NA,2024-02-19 00:00:00,135
NOVOLEX - NA,2024-02-19 00:00:00,77
PACKAGING SPECIALTIE - NA,2024-02-19 00:00:00,56
PEEL PLASTIC PRODUCT - NA,2024-02-19 00:00:00,55
PROCTER & GAMBLE - EU,2024-02-19 00:00:00,155
THE FERRERO GROUP - NA,2024-02-19 00:00:00,60
3M - NA,2024-02-26 00:00:00,165
BROWN FORMAN CORPORATION - NA,2024-02-26 00:00:00,50
CONAGRA - NA,2024-02-26 00:00:00,40
DANONE - EU,2024-02-26 00:00:00,100
HALEON - EU,2024-02-26 00:00:00,150
HALEON - NA,2024-02-26 00:00:00,50
INTERNATIONAL PAPER - NA,2024-02-26 00:00:00,36
JDE - EU,2024-02-26 00:00:00,64
METAL CONTAINER CORP - NA,2024-02-26 00:00:00,135
NOVOLEX - NA,2024-02-26 00:00:00,77
PACKAGING SPECIALTIE - NA,2024-02-26 00:00:00,76
PEEL PLASTIC PRODUCT - NA,2024-02-26 00:00:00,61
PROCTER & GAMBLE - EU,2024-02-26 00:00:00,155
THE FERRERO GROUP - NA,2024-02-26 00:00:00,65
